Name,Style,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,Efficiency,BrewMethod
Wedding ale,American IPA,49.21,1.069,1.016,6.94,61.44,8.56,64.35,60,75,All Grain
Citra single hop,American IPA,6,1.044,1.01,4.47,110.69,11.12,9,60,50,All Grain
Cascade SMaSH 2,American IPA,20.8,1.06,1.014,6.1,54.12,7.41,28.5,60,65,All Grain
THE PLINIAN LEGACY,American IPA,21,1.077,1.012,8.53,159.76,6.09,28.5,60,72,All Grain
HveteIPA,American IPA,26,1.062,1.011,6.96,62.68,9.2,30,60,70,BIAB
Heat Wave 3.0,American IPA,41.64,1.07,1.014,7.31,68.06,4.77,51.1,60,75,All Grain
Trillium Fort Point Pale Ale,American IPA,23,1.062,1.014,6.25,57.23,5.14,10,60,35,extract
Yabba Dabba Brew,American IPA,20.82,1.057,1.014,5.72,108.38,7.73,28.39,60,60,All Grain
Liberty Elixir,American IPA,23,1.048,1.012,4.75,0,4.14,28.5,60,70,All Grain
ComunIPA 3.0 (Imperial IPA),American IPA,35,1.082,1.019,8.18,133.42,15.81,45,60,68,All Grain
BSB - Fresh Harvest IPA,American IPA,18.93,1.07,1.021,6.36,74.25,8.37,26.5,60,65,All Grain
Wheat malt ipa,American IPA,23,1.054,1.012,5.51,45.6,4.57,30,60,82,All Grain
Porter,American IPA,20.82,1.062,1.011,6.66,71.02,42,28.39,60,72,All Grain
Le diable a quatre,American IPA,20.82,1.052,1.01,5.55,45.47,7.23,34.83,60,60,All Grain
HACC,American IPA,794.94,1.084,1.02,8.42,57.95,8.31,908.5,60,75,All Grain
Chinook IPA,American IPA,18.93,1.053,1.01,5.73,56.75,9.6,11.36,60,35,extract
Plethora,American IPA,20.82,1.058,1.015,5.57,70.92,6.49,24.61,60,70,All Grain
The Graduate BIAB,American IPA,8.52,1.058,1.011,6.16,96.83,6.83,14.2,60,75,BIAB
Bullshit Tree House NEIPA,American IPA,23,1.063,1.015,6.34,43.66,5.41,10,60,70,Partial Mash
Union Triangle IIPA,American IPA,37.85,1.059,1.011,6.27,61.08,5.3,45.42,60,50,extract
PLINY 4.0,American IPA,22.71,1.031,1.006,3.22,0,6.32,25.55,90,35,All Grain
Valley Haze Clone,American IPA,20.82,1.069,1.018,6.77,42.52,4.89,28.39,60,65,All Grain
Wet Hop APA,American IPA,20.82,1.053,1.009,5.73,121.78,6.19,30.28,60,80,BIAB
Ninja Please,American IPA,20.82,1.061,1.017,5.86,91.74,4.67,28.39,60,65,BIAB
Andrimne døl,American IPA,25,1.051,1.009,5.52,25.42,4.08,25,90,65,All Grain
Last stand for extract,American IPA,10,1.042,1.005,4.92,34.2,2.86,14,60,35,extract
NZIPA,American IPA,14,1.059,1.011,6.34,63.2,7.44,20,60,70,BIAB
Hyperspace IPA,American IPA,20.82,1.066,1.015,6.68,73.76,5.38,26.5,60,68,All Grain
Critical Haze,American IPA,20.82,1.075,1.019,7.34,35.51,4.82,28.39,60,70,All Grain
Paws for Passion V2,American IPA,9,1.057,1.014,5.66,55.64,9.59,11.8,60,66.3,All Grain
80 County LN,American IPA,41.64,1.061,1.012,6.51,98.05,3.97,54.89,90,72,All Grain
Half Hearted Ale,American IPA,18.93,1.068,1.015,6.91,159.27,6.67,26.5,60,60,BIAB
Black IPA,American IPA,20.82,1.082,1.015,8.82,143.08,35.09,15.14,60,35,Partial Mash
Andra Hjälpen - Pankreas PM,American IPA,15,1.044,1.009,4.54,68.47,8.27,28.5,60,73,All Grain
Scotty's Big IPL,American IPA,151.42,1.076,1.023,6.97,75.28,4.94,170.34,60,72,All Grain
I-Pier-A (2),American IPA,20.82,1.062,1.011,6.6,85.96,6.29,25.55,60,80,All Grain
Mosaic,American IPA,60,1.057,1.009,6.24,52.2,5.9,60,60,70,All Grain
Masshole ipa,American IPA,20.82,1.065,1.017,6.24,61.1,7.79,28.39,60,70,BIAB
Crazy Crazy Hops!,American IPA,23,1.041,1.009,4.23,108.57,5.67,25.5,60,75,All Grain
Mosaic Columbus IPA,American IPA,22.71,1.047,1.01,4.75,38.26,4.4,26.5,60,72,BIAB
Rebel IPA,American IPA,3.79,1.067,1.017,6.55,66.47,10.54,2.84,60,35,extract
All the good hops IPA,American IPA,30,1.054,1.013,5.3,0,6.68,30,60,67,BIAB
Wai-laxy IPA,American IPA,10,1.06,1.011,6.43,53.03,9.75,6,60,35,extract
Centennial,American IPA,20.82,1.068,1.012,7.31,77.95,7.62,24.61,60,70,All Grain
Clone - Red Hook - Long Hammer IPA,American IPA,18.93,1.058,1.015,5.61,48.88,6.93,24.61,60,75,All Grain
NEIPA,American IPA,23,1.057,1.01,6.15,43.48,3.91,28.5,60,72,BIAB
Sweetwater IPA,American IPA,11.36,1.066,1.015,6.64,60.21,8.61,18.93,60,75,All Grain
Citrus hop juice,American IPA,20,1.07,1.017,6.93,58.35,7.12,24,60,68,All Grain
Zombie Dust Pacifica,American IPA,20.82,1.067,1.022,5.82,67.2,9.13,26.5,60,70,All Grain
Piston Viking,American IPA,21,1.042,1.008,4.42,27.05,10.66,30,60,35,All Grain
NE juicy IPA,American IPA,20.82,1.061,1.02,5.44,59.27,9.1,28.39,60,62,All Grain
Wild yeast IPa,American IPA,3.79,1.051,1.012,5.24,16.15,4.89,7.57,60,70,All Grain
Barefoot House IPA - DIY BrewHouse,American IPA,20.82,1.066,1.014,6.77,76,6.24,25.55,60,70,BIAB
Weaker British IPA,American IPA,21,1.042,1.01,4.11,58.64,3.84,11,60,35,extract
Awesome Recipe,American IPA,21,1.056,1.014,5.55,0,9.88,28.5,60,75,All Grain
El Gran Luchadore,American IPA,20.82,1.068,1.017,6.7,65.29,6.61,28.39,60,70,BIAB
Starship IPA,American IPA,23,1.068,1.018,6.68,63.35,7.7,26.5,60,65,Partial Mash
Hound Dog IPA with Citra,American IPA,20.82,1.061,1.012,6.45,91.67,8.39,28.39,60,60,All Grain
Xamasim IPA,American IPA,23,1.052,1.01,5.53,48.19,7.17,26.6,60,70,All Grain
Mandarina ípa,American IPA,27,1.057,1.013,5.82,70.49,3.85,28.5,60,70,All Grain
Session IPA - Midtbrygg,American IPA,25,1.04,1.008,4.26,36.03,8.07,30,60,78,All Grain
02. Floripa Zika (IPA),American IPA,30,1.067,1.016,7.08,71.23,12.11,39,60,65,All Grain
Best IPA,American IPA,43.53,1.064,1.016,6.23,45.67,7.86,47.32,60,72,All Grain
Experimental_IPA_1,American IPA,5,1.061,1.01,6.68,69.15,3.66,7.5,60,70,All Grain
Milkshake IPA,American IPA,20.82,1.066,1.02,6.03,57.08,4.4,28.39,60,70,All Grain
Delnor Wiggins Hydrator,American IPA,18.93,1.066,1.015,6.74,57.83,8.56,28.39,60,65,All Grain
Elusive,American IPA,20.82,1.072,1.023,6.43,87.98,5.71,24.61,60,70,All Grain
Hopsperiment IPA #1,American IPA,20.82,1.059,1.013,6.06,46.55,6.34,31.34,90,76,BIAB
California Never Felt Like Home,American IPA,37.85,1.058,1.013,5.93,99.99,4.13,44.4,60,70,All Grain
Ballast Keel (Session IPA),American IPA,21.77,1.039,1.01,3.84,31.47,8.94,28.39,60,70,All Grain
Potato IPA,American IPA,24.61,1.063,1.009,7.25,0,4.23,28.39,60,70,All Grain
Lommedisko '79,American IPA,21,1.062,1.013,6.45,66.66,6.32,26,60,75,All Grain
IPA,American IPA,20.82,1.086,1.019,8.7,53.59,10.89,28.39,90,80,BIAB
Columbus IPA,American IPA,22.71,1.058,1.015,5.82,20.91,7.24,24.61,60,57,All Grain
Bell's Two Hearted IPA,American IPA,13.25,1.07,1.013,7.54,88.03,6.57,17.03,60,60,All Grain
La Americana,American IPA,15,1.065,1.012,6.87,110.42,7.95,28.5,90,60,All Grain
LIFE LINE,American IPA,32.18,1.092,1.028,8.51,16.53,6.81,35.96,60,75,All Grain
Dirty black summer,American IPA,10,1.062,1.015,6.06,90.01,7.03,14,60,70,All Grain
Next IPA,American IPA,20.82,1.06,1.016,5.79,73.3,8.65,28.39,60,71,All Grain
Awesome Recipe,American IPA,9.46,1.062,1.014,6.21,85.63,6.96,13.25,60,65,BIAB
Melator,American IPA,22.71,1.091,1.024,8.76,54.27,12.22,28.39,60,75,BIAB
SMaSH - Pale/Simcoe,American IPA,8.5,1.064,1.012,6.83,68.66,4.13,11,60,70,BIAB
Birdie num num 070717,American IPA,25,1.058,1.013,5.89,36.98,6.4,28.5,60,65,All Grain
IPA,American IPA,500,1.056,1.009,6.11,40.8,13.85,550,60,85,All Grain
Solheim Ipa,American IPA,25,1.058,1.01,6.34,73.91,5.84,28,60,75,All Grain
Brock's IPA 2,American IPA,20.82,1.058,1.01,6.25,64.44,12.98,24.61,60,70,All Grain
John  Fritz & Whitey,American IPA,18.93,1.051,1.012,5.17,74.91,7.13,22.71,60,35,extract
Simcoe IPA,American IPA,19.87,1.065,1.016,6.37,56.2,9.13,28.39,90,80,All Grain
Beers Pierce,American IPA,20.82,1.045,1.01,4.56,31.48,3.4,28.39,60,70,All Grain
Warp Speed IPA,American IPA,20.82,1.066,1.014,6.84,68.09,5.38,26.5,60,68,All Grain
Mosaic Galaxy IPA,American IPA,18,1.057,1.011,6.08,71.62,4.18,23,60,66,All Grain
Session IPA Original,American IPA,37,1.038,1.008,3.97,34.62,3.64,45,60,73,All Grain
Hoppiness is an IPA,American IPA,20.82,1.065,1.012,6.92,70.94,10.38,31.23,90,66,All Grain
MRT_201708_ORTAK_NEIPA,American IPA,27,1.062,1.015,6.13,43.76,5.69,32,60,60,All Grain
West Coast IPA - Take 1,American IPA,20.82,1.081,1.02,8.06,164.65,5.41,28.39,90,65,All Grain
Laurelin New England IPA,American IPA,20.82,1.06,1.017,5.63,50.97,7.57,28.39,60,72,BIAB
Citrus IPA,American IPA,20.82,1.057,1.014,5.62,63.41,9.04,26.5,60,80,All Grain
Mikkeller Stateside Clone,American IPA,20,1.07,1.016,7.05,64.55,9.01,25,60,70,All Grain
Amarillo IPA,American IPA,24,1.045,1.011,4.47,66.22,9.97,28.5,60,70,All Grain
IPA / 25L,American IPA,25.5,1.057,1.009,6.23,44.72,6.76,33,60,80,All Grain
Brygg 57 - IPA med litt Rug og Amarillo,American IPA,23,1.061,1.013,6.28,155.26,10.61,28.5,60,63,All Grain
Not Gunnamatta,American IPA,20,1.057,1.009,6.19,60.99,7.29,26,60,76,All Grain
Smash MO/Cascade,American IPA,14.28,1.076,1.018,7.52,68.92,7.28,17,60,74,All Grain
Brewbitches,American IPA,60,1.018,1.004,1.85,53.06,4.42,60,60,35,All Grain
Rosemary A.I.P.A,American IPA,21,1.058,1.011,6.23,41.25,8.29,28.5,60,75,All Grain
One thousand IPA,American IPA,21,1.065,1.013,6.81,71.03,4.65,28.5,60,75,All Grain
Dirty Diaper IPA 2 (Citra/Mosaic/Centen),American IPA,20.82,1.071,1.014,7.58,104.67,6.5,26.5,60,80,BIAB
Tommy 2X,American IPA,20.82,1.083,1.021,8.18,113.06,7.34,28.39,60,75,All Grain
Dead Ringer IPA (3.0),American IPA,22.71,1.058,1.01,6.34,81.31,7.91,30.28,60,73,BIAB
TBD,American IPA,24.61,1.005,1.001,0.46,0,0.84,30.28,90,75,All Grain
Rhinegeist Truth,American IPA,22.71,1.06,1.011,6.46,122.46,5.52,30.28,60,75,All Grain
Session ipa,American IPA,4.9,1.056,1.011,5.94,65.34,8.29,9.8,60,70,All Grain
HGH (Honky Growth Hormone),American IPA,20.82,1.065,1.015,6.58,59.15,6.19,28.39,90,79,All Grain
Booming Owens,American IPA,20.82,1.062,1.015,6.2,84.69,4.27,28.39,60,80,All Grain
Linnevad IPL 2017,American IPA,25,1.067,1.015,6.83,52.43,12.57,28.5,60,70,All Grain
Mad (Vi)King 1,American IPA,19,1.056,1.01,6,64.03,4.91,22,60,75,All Grain
Covfefe,American IPA,20.82,1.05,1.012,4.97,69.25,4.56,27.25,60,75,All Grain
Haze,American IPA,20.82,1.065,1.015,6.56,53.2,6.15,28.39,60,70,All Grain
Rushmore IPA,American IPA,19,1.06,1.011,6.4,100.5,7.81,29.5,60,65,BIAB
VIC SECRET,American IPA,18,1.061,1.012,6.53,39.69,6.77,28.5,60,65,All Grain
051117 police mutual.,American IPA,24,1.056,1.015,5.38,39.43,5.59,28.5,60,75,All Grain
Armadillo IPA,American IPA,17.03,1.063,1.012,6.73,65.31,4.49,20.82,60,70,BIAB
Awesome Recipe,American IPA,28,1.057,1.011,6.03,0,5.65,30,60,70,All Grain
Piston Chopper,American IPA,23,1.046,1.008,4.94,12.82,5.51,30,90,35,All Grain
Centennial Big Batch,American IPA,20.82,1.058,1.012,5.92,89.4,8.37,26.5,60,72,All Grain
Post-hole IPA,American IPA,20.82,1.068,1.013,7.21,79.73,7.33,28.39,60,75,All Grain
Flagship IPA,American IPA,20.82,1.072,1.019,6.99,74.21,4.94,28.39,60,75,All Grain
1312 Overture IPA,American IPA,20.82,1.06,1.015,5.87,94.87,5.33,26.5,60,70,All Grain
T2 American Amber IPA,American IPA,22.71,1.065,1.015,6.56,101.76,10.66,17.03,60,75,extract
Skull Weevil,American IPA,41.64,1.057,1.017,5.25,45.3,6.39,49.21,90,65,All Grain
NEIPA #1,American IPA,10,1.069,1.018,6.69,64.78,7.86,12,60,70,BIAB
Awesome Recipe,American IPA,37.85,1.053,1.014,5.05,100.8,5.11,45.42,60,70,All Grain
The 7Cs,American IPA,20.82,1.057,1.011,6.1,86.46,10.36,9.46,60,60,extract
Citrus Mango IPA,American IPA,20.82,1.08,1.026,7.1,96.16,11.72,28.39,60,50,All Grain
T.T.Y.G.N.I. Grapefruit IPA,American IPA,22.71,1.069,1.014,7.23,76.35,8.71,30.28,60,70,All Grain
Clone- Deschutes - Chainbreaker White IPA...,American IPA,18.93,1.06,1.014,6.06,51.94,3.68,47.32,60,80,All Grain
Mango IPA,American IPA,20.82,1.071,1.018,6.96,82.63,15.14,24.61,60,80,All Grain
Using up stuff brew,American IPA,18,1.062,1.017,5.88,58.86,12.51,28.5,60,55,All Grain
Chip Hop Chopra 2,American IPA,20.82,1.056,1.013,5.59,45.15,5.41,13.25,60,35,extract
Home Hop Ale,American IPA,10,1.065,1.016,6.43,39.87,10.24,20,60,65,BIAB
Bandwagon - New England IPA,American IPA,21,1.06,1.015,5.82,51.21,4.7,28.5,60,72,All Grain
Neipa,American IPA,20.82,1.065,1.016,6.39,44.12,6.94,27.25,60,70,All Grain
Trij? velni? IPA,American IPA,19,1.073,1.017,7.36,90.01,8.76,22,60,70,All Grain
Blood Orange NEIPA,American IPA,18.93,1.062,1.01,6.72,162.1,5.59,13.25,60,55,Partial Mash
Straight Juice (with Citra  Galaxy  and 007)...,American IPA,20.82,1.065,1.012,6.88,62.78,5.74,28.39,60,65,All Grain
S-Wave,American IPA,20.82,1.065,1.018,6.26,29.95,7.21,28.39,60,73,All Grain
Whistle Stop IPA,American IPA,408.82,1.067,1.017,6.46,47.88,14.19,492.1,60,75,All Grain
American IPA - smash - cascade,American IPA,50,1.062,1.011,6.7,62.79,6.03,60,60,77,All Grain
Fred & Ed's Vermont IPA v1,American IPA,45.42,1.069,1.014,7.2,87.45,4.31,28.39,60,75,All Grain
Lagunitas Clone (modified),American IPA,20.18,1.044,1.013,4.09,67.95,6.03,11.36,60,31,Partial Mash
The Pines,American IPA,20.82,1.06,1.013,6.2,31.26,4.01,26.5,60,75,All Grain
Strawberry Session IPA,American IPA,22.71,1.044,1.012,4.25,45.42,6.49,30.28,60,70,All Grain
Queef of Hops 2,American IPA,41.64,1.064,1.018,5.94,65.77,6.48,48.26,60,70,All Grain
A & J - NE HAZY IPA,American IPA,21.77,1.067,1.019,6.33,143.88,7.67,27.44,60,70,All Grain
First And Foremost,American IPA,19.87,1.07,1.019,6.68,53.86,6.67,32.18,60,75,BIAB
Is this New Hampster?,American IPA,10.41,1.059,1.017,5.53,84.85,4.1,17.98,60,70,All Grain
IPA,American IPA,20.82,1.063,1.014,6.4,39.18,7.03,28.39,60,75,All Grain
Event Horizon IPA,American IPA,18.93,1.057,1.01,6.21,64.95,4.82,11.36,60,35,extract
NEIPA #3,American IPA,21,1.06,1.014,6.04,105.32,4.7,33,60,65,BIAB
Hulmeuloid,American IPA,13,1.063,1.01,6.91,103.44,4.76,18.5,60,65,BIAB
Galaxy Challenger IPA,American IPA,16,1.07,1.02,6.61,45.62,10.79,24,60,80,All Grain
Mosaic forsake,American IPA,28,1.048,1.008,5.21,33.75,4.17,35,60,70,All Grain
Fruit And Haze I P @ Kveik,American IPA,37,1.051,1.009,5.48,45.17,4.6,40,60,80,All Grain
Solvay IPA 2.0,American IPA,18.93,1.061,1.012,6.5,85.87,9.3,11.36,60,35,extract
Pønker,American IPA,42,1.068,1.017,6.68,61.65,6.88,60,60,80,All Grain
Simcoe 20/20,American IPA,50,1.064,1.013,6.69,31.12,4.73,60,90,70,All Grain
Super session IPA,American IPA,19,1.051,1.014,4.91,97.48,4.53,22,60,66,All Grain
Session Red IPA,American IPA,53,1.044,1.011,4.35,28.57,11.2,65,60,78,All Grain
Tulsa Lady,American IPA,18.93,1.058,1.014,5.87,82.48,7.53,22.71,60,35,extract
Focal Point (AHA),American IPA,18.93,1.064,1.015,6.47,46.52,5.06,27.44,60,75,All Grain
Mosaic SMaSH,American IPA,20.82,1.061,1.012,6.32,78.52,4.44,25.85,60,60,All Grain
Squished So Fresh (Desschutes' Fresh Squeeze...,American IPA,20.82,1.067,1.014,6.87,64.93,9.55,26.5,90,75,BIAB
IPA,American IPA,20.82,1.076,1.019,7.51,70.13,6.61,28.39,90,70,All Grain
5American IPA,American IPA,23,1.067,1.011,7.28,58,10.47,30,60,70,All Grain
IndyIPA,American IPA,18.93,1.045,1.012,4.32,84.42,5.27,28.39,60,70,All Grain
Amrican IPA de novembre 17,American IPA,21,1.05,1.005,6.01,39.2,6.97,11,60,35,Partial Mash
West Coast IPA,American IPA,19.87,1.061,1.014,6.37,77.85,7,23.66,60,35,extract
IPA,American IPA,272.55,1.071,1.009,8.08,138.64,5.29,151.42,60,85,All Grain
Sour IPA,American IPA,45,1.056,1.01,6.11,47.74,3.21,52,60,75,All Grain
Piney IPA,American IPA,18.93,1.058,1.014,5.82,122.9,7.11,11.36,60,35,extract
Fresh hop 2017,American IPA,18.93,1.057,1.01,6.19,79.04,5.6,26.5,60,65,BIAB
NE IPA,American IPA,20.82,1.067,1.014,6.96,70.57,4.25,30.28,60,75,All Grain
Carlsbad Triple M IPA,American IPA,22,1.06,1.016,5.8,59.81,7.72,32,60,70,All Grain
Brewers Bout Hoppy,American IPA,41.64,1.058,1.012,6,85.22,8.22,43.53,60,67,All Grain
Hop Hammer (Imperial IPA),American IPA,20.82,1.08,1.013,8.86,314.59,6.71,31.23,90,62,All Grain
Lick The Baby,American IPA,18.93,1.043,1.008,4.59,93.63,6.11,9.46,60,35,extract
Horsey Pale Puncher,American IPA,39.75,1.063,1.011,6.79,50.52,4.92,56.78,60,72,BIAB
Captain Chaddock's,American IPA,7,1.049,1.008,5.4,27.03,5.91,13,60,68,BIAB
NZ IPA,American IPA,22.71,1.066,1.011,7.21,50.63,6.28,28.39,60,75,All Grain
AgonIPA mas não morre (single hop Nelson)...,American IPA,35,1.061,1.012,6.51,69.31,7.46,45,60,70,All Grain
IPA,American IPA,20.82,1.063,1.016,6.14,121.61,8.53,28.39,60,75,All Grain
Hop your life,American IPA,54.89,1.061,1.018,5.7,70.01,6.01,64.35,60,70,All Grain
Meridian / Citra IPA (1 Gallon),American IPA,3.79,1.06,1.01,6.51,57.57,7.49,5.68,60,60,Partial Mash
American ipa,American IPA,18.93,1.069,1.017,6.77,51.94,6.81,25.55,60,75,All Grain
Golden Mosaic IPA,American IPA,44.67,1.064,1.018,6.09,74.42,5.27,51.1,60,82,All Grain
Citradelic Clone,American IPA,20.82,1.06,1.013,6.08,60.16,10.54,28.39,60,60,All Grain
Pekko & Pallisade Mk.II,American IPA,20,1.079,1.024,7.22,80.46,10.72,25,60,70,All Grain
Australia DDH IPA,American IPA,1250,1.061,1.018,5.77,0,4.27,1300,60,80,All Grain
Basic Bro IPA,American IPA,20,1.061,1.01,6.62,43.66,9.1,25,60,65,All Grain
NE IPA BMM_V1,American IPA,21,1.065,1.016,6.44,61.18,4.96,28.5,60,70,All Grain
House IPA,American IPA,21.77,1.071,1.016,7.16,46.36,6.25,25.55,60,75,All Grain
Fl IPA take 2,American IPA,20.82,1.063,1.012,6.79,67.8,7.9,31.23,60,68,BIAB
Trash can #1,American IPA,22.71,1.028,1.005,3.08,68.32,8.96,28.39,60,65,All Grain
Melonipa v2,American IPA,15,1.058,1.01,6.33,72.28,6.81,20,60,70,BIAB
Zombie Dust Clone,American IPA,21,1.062,1.016,6.05,58.7,8.78,24.8,60,70,All Grain
Hoppercut II (Neipa),American IPA,23,1.066,1.015,6.64,69.24,7.22,30,60,70,All Grain
Red rye final,American IPA,17,1.061,1.019,5.58,42.07,14.69,20,60,80,All Grain
MoMo Summer Ale,American IPA,7,1.05,1.013,4.83,53.4,6.61,6,60,55,BIAB
Pumpkin Day IPA,American IPA,20.82,1.075,1.017,7.7,0,4.86,28.39,60,75,All Grain
Mac's - Live Free Or Die - NEIPA,American IPA,20.82,1.069,1.018,6.7,67.81,4.6,24.61,60,70,BIAB
Maris rye ipa-spilt,American IPA,20.82,1.072,1.017,7.19,138.81,6.22,28.39,60,70,All Grain
Chinook IPA,American IPA,20.82,1.052,1.009,5.59,47.74,6.83,28.39,60,70,All Grain
India Pale Lager,American IPA,25,1.061,1.014,6.18,61.72,4.46,30,60,35,extract
Societe - The Pupil Clone,American IPA,20.82,1.069,1.015,7.14,55.34,4.17,32.18,90,75,All Grain
West Coast IPA,American IPA,20.82,1.067,1.013,7.14,77.68,4.67,28.39,60,70,All Grain
Civilised Gorilla NEIPA,American IPA,19,1.065,1.011,7.09,34.97,4.66,15,60,60,All Grain
TimToo,American IPA,25,1.056,1.013,5.7,52.87,8.92,32,60,66,All Grain
Mango bjuder,American IPA,11,1.066,1.015,6.66,65.55,8.1,14,60,85,All Grain
BIAB IPA,American IPA,20.82,1.063,1.012,6.65,73.8,6.66,24.61,60,70,BIAB
Kiwi pale ale,American IPA,21,1.054,1.013,5.31,104.69,6.16,28.5,60,60,BIAB
Three Wise Men IPA,American IPA,20,1.056,1.013,5.73,42.29,8.94,14,60,35,extract
Hash neip,American IPA,20.82,1.057,1.016,5.39,75.02,4.04,28.39,60,71,All Grain
Big IPA,American IPA,18.93,1.056,1.014,5.51,0,5.33,15.14,60,35,extract
Snake Dog (Kind of) Clone,American IPA,21,1.072,1.01,8.11,58.69,10.16,28.5,90,81,All Grain
Eye Pee Eh,American IPA,13,1.062,1.013,6.43,53.51,6.93,20.6,90,65,All Grain
Chinook IPA,American IPA,41.64,1.062,1.015,6.14,47.19,9.36,49.21,60,80,All Grain
Be carefull with this hops eugene,American IPA,4.5,1.073,1.017,7.33,35,5.04,5,60,75,BIAB
The resurection,American IPA,45,1.073,1.014,7.67,41.17,6.62,50,60,75,All Grain
Home_ipa,American IPA,20.82,1.066,1.016,6.61,0,7.34,28.39,90,60,All Grain
4 C'sons (10L),American IPA,9,1.053,1.009,5.84,56.19,5.75,13,60,70,BIAB
Citram IPA II,American IPA,41.64,1.073,1.015,7.61,68.83,7.92,54.89,60,75,All Grain
Gbg beerweek,American IPA,21,1.062,1.015,6.15,72.01,5.8,26,60,75,All Grain
SABSOSA 2013 IPA,American IPA,40,1.069,1.013,7.27,72.3,9.97,47.7,60,65,All Grain
DylanSmash,American IPA,20.82,1.071,1.017,7.09,37.67,4.28,28.39,60,70,All Grain
Northeast IPA (NEIPA),American IPA,20.82,1.071,1.013,7.54,52.77,4.48,26.5,60,90,All Grain
Havregrøt,American IPA,25,1.062,1.012,6.53,54.19,4.93,30,60,65,BIAB
17-Oct,American IPA,18.93,1.058,1.016,5.59,201.77,4.42,22.71,90,35,extract
Rye IPA,American IPA,34.07,1.089,1.02,8.98,193.45,8.4,34.07,60,75,All Grain
IPAnema Giorgiana,American IPA,25,1.066,1.011,7.19,59.57,10.9,28.5,60,75,BIAB
BB LUX,American IPA,39.75,1.054,1.014,5.32,69.76,6.02,53,60,70,All Grain
Israel Bissell NE IPA,American IPA,7.57,1.057,1.014,5.74,44.38,4.54,11.36,60,68,BIAB
Alright  Alright  Alright: Hazed and Confuse...,American IPA,20.82,1.065,1.018,6.24,69.57,5.25,22.71,60,25,extract
IPA 2017-2,American IPA,20.82,1.062,1.013,6.45,72.02,4.38,32.18,60,70,All Grain
First,American IPA,18.93,1.056,1.014,5.58,0,11.72,28.39,90,60,All Grain
Trinary Trip (Future History) NEIPA,American IPA,13,1.081,1.02,7.95,57.24,5.48,16,60,72,All Grain
Out of this Galaxy,American IPA,21.77,1.059,1.016,5.69,76.85,6,25.55,60,60,All Grain
Kvist - Elmeleven & OSMPatrol Lemon NEIPA...,American IPA,14,1.068,1.017,6.72,18.75,4.16,16,60,72,All Grain
Martin: Nissemors Trøst,American IPA,21,1.063,1.016,6.14,68.49,7.28,26,90,69,BIAB
Hoppy accident,American IPA,20.82,1.066,1.014,6.9,110.9,6.68,28.39,60,80,BIAB
HERMS 50L,American IPA,55,1.075,1.019,7.37,150.91,15.56,60,60,75,All Grain
American IPA,American IPA,11.36,1.066,1.011,7.18,98.49,5,15.14,60,70,All Grain
IPA No.3,American IPA,21,1.053,1.011,5.62,70.9,15.76,28.5,60,60,All Grain
Minimal Harmony,American IPA,17.03,1.056,1.011,5.89,67.75,6.06,26.5,90,67,All Grain
Puppy Love,American IPA,37.85,1.031,1.007,3.15,60.82,6.07,49.21,60,35,All Grain
Juicy IPA,American IPA,13.25,1.063,1.016,6.18,98.17,10.47,18.93,60,60,BIAB
China Rider IPA,American IPA,20.82,1.064,1.018,5.97,63.78,7.51,28.39,60,75,All Grain
Devil Bird IPA,American IPA,20,1.065,1.012,6.9,19.33,4.8,8,60,70,extract
4 Hop NEIPA,American IPA,20.82,1.076,1.019,7.55,45.48,6.27,28.39,60,75,All Grain
10l gold,American IPA,10,1.05,1.012,5.09,51.75,6.11,14.2,60,70,All Grain
OHTT - Citra,American IPA,11.36,1.057,1.011,6.06,44.72,4.23,15.14,60,70,All Grain
NEXT IPA,American IPA,20,1.061,1.015,6.12,40.16,5.37,25,60,65,BIAB
Just Peachy IPA,American IPA,20.82,1.055,1.009,6.05,66.47,5.86,24.23,60,75,All Grain
APIENIGMA,American IPA,10.41,1.068,1.018,6.68,61.4,7.45,13.25,60,63,BIAB
Big Fat Juicy Mess,American IPA,45.42,1.071,1.019,6.92,105.51,5.76,36.72,90,83,All Grain
Cimet,American IPA,25,1.053,1.011,5.55,96.05,5.23,28,60,75,All Grain
IPA #3,American IPA,50,1.061,1.015,6,64.98,8.81,57,60,70,All Grain
Awesome Recipe,American IPA,20.82,1.056,1.013,5.64,81.57,8.02,28.39,60,75,All Grain
Homegrown IPA (Placeholder),American IPA,18.93,1.048,1.009,5.05,81.28,4.05,9.46,60,35,extract
Våttåhaugvind 260L,American IPA,260,1.05,1.012,4.98,50.76,8.83,280,90,70,All Grain
Awesome Recipe,American IPA,20,1.062,1.013,6.32,61.11,4.29,23,60,70,All Grain
Daft ipa,American IPA,24.61,1.069,1.012,7.49,57.66,6.1,26.5,60,75,All Grain
Union-10/01/18,American IPA,22,1.056,1.009,6.13,51.28,6.54,25,60,70,BIAB
Sisyphean Replay v2 (galaxy  simcoe  citra)...,American IPA,10.41,1.061,1.014,6.15,129.76,4.42,13.82,60,68,BIAB
Bakke Brygg Black IPA 50l,American IPA,50,1.066,1.013,7.04,74.23,32.14,53,60,70,All Grain
MoMo SMaSH,American IPA,23,1.048,1.012,4.75,61.09,5.56,27,60,70,BIAB
